date,open,high,low,close,volume,ma50,ma200
2025-12-26 10:15:00,5.55,5.55,5.54,5.55,726400,5.5562000000000005,5.54445
2025-12-26 10:30:00,5.55,5.55,5.54,5.55,940900,5.555599999999999,5.54435
2025-12-26 10:45:00,5.54,5.55,5.54,5.55,923700,5.555,5.54425
2025-12-26 11:00:00,5.55,5.55,5.54,5.54,1820500,5.554000000000001,5.544099999999999
2025-12-26 11:15:00,5.55,5.55,5.54,5.54,724700,5.553,5.5440000000000005
2025-12-26 11:30:00,5.54,5.55,5.53,5.54,2709600,5.5522,5.5439
2025-12-26 13:15:00,5.53,5.54,5.52,5.53,2656700,5.5512,5.54375
2025-12-26 13:30:00,5.53,5.54,5.52,5.52,893000,5.5502,5.5435
2025-12-26 13:45:00,5.53,5.54,5.52,5.53,834700,5.5492,5.5432500000000005
2025-12-26 14:00:00,5.53,5.54,5.53,5.53,351400,5.5482000000000005,5.542999999999999
2025-12-26 14:15:00,5.54,5.54,5.53,5.53,1417000,5.5474,5.54285
2025-12-26 14:30:00,5.53,5.54,5.52,5.53,811200,5.546600000000001,5.54275
